sale_unique_id,item_nbr,item_vendor,item_department,store_nbr,sales_date,sequence_nbr,item_category,sales_qty
100505011-11,100505,505,20,120,2026-08-21,11,,15
100505012-12,100505,505,29,114,2026-08-22,12,,11
100505013-13,100505,505,17,112,2026-08-23,13,,26
100505014-14,100505,505,17,115,2026-08-24,14,,36
100505015-15,100505,505,14,101,2026-08-25,15,,92
100505016-16,100505,505,28,105,2026-08-26,16,,3
100505017-17,100505,505,12,103,2026-08-27,17,,30
100505018-18,100505,505,18,117,2026-08-28,18,,18
100505019-19,100505,505,15,114,2026-08-29,19,,71
100505020-20,100505,505,18,119,2026-08-30,20,,48
100505021-21,100505,505,29,108,2026-08-31,21,,3
100505022-22,100505,505,25,111,2026-09-01,22,,4
100505023-23,100505,505,24,115,2026-09-02,23,,69
100505024-24,100505,505,18,107,2026-09-03,24,,25
100505025-25,100505,505,25,111,2026-09-04,25,,11
100505026-26,100505,505,21,103,2026-09-05,26,,35
100505027-27,100505,505,29,115,2026-09-06,27,,38
100505028-28,100505,505,21,105,2026-09-07,28,,16
100505029-29,100505,505,29,114,2026-09-08,29,,49
100505030-30,100505,505,26,109,2026-09-09,30,,3
100506001-1,100506,505,29,106,2026-08-11,1,,69
100506002-2,100506,505,13,101,2026-08-12,2,,34
100506003-3,100506,505,22,109,2026-08-13,3,,5
100506004-4,100506,505,14,103,2026-08-14,4,,99
100506005-5,100506,505,17,106,2026-08-15,5,,53
100506006-6,100506,505,15,119,2026-08-16,6,,45
100506007-7,100506,505,27,116,2026-08-17,7,,94
100506008-8,100506,505,21,119,2026-08-18,8,,78
100506009-9,100506,505,18,114,2026-08-19,9,,92
100506010-10,100506,505,20,101,2026-08-20,10,,93
100506011-11,100506,505,25,111,2026-08-21,11,,84
100506012-12,100506,505,24,108,2026-08-22,12,,38
100506013-13,100506,505,27,105,2026-08-23,13,,44
100506014-14,100506,505,26,105,2026-08-24,14,,82
100506015-15,100506,505,28,118,2026-08-25,15,,77
100506016-16,100506,505,25,110,2026-08-26,16,,40
100506017-17,100506,505,22,120,2026-08-27,17,,16
100506018-18,100506,505,28,112,2026-08-28,18,,10
100506019-19,100506,505,12,114,2026-08-29,19,,38
100506020-20,100506,505,14,107,2026-08-30,20,,92
100506021-21,100506,505,18,120,2026-08-31,21,,52
100506022-22,100506,505,16,116,2026-09-01,22,,72
100506023-23,100506,505,10,116,2026-09-02,23,,69
100506024-24,100506,505,13,103,2026-09-03,24,,92
100506025-25,100506,505,21,110,2026-09-04,25,,72
100506026-26,100506,505,29,112,2026-09-05,26,,67
100506027-27,100506,505,23,114,2026-09-06,27,,36
100506028-28,100506,505,28,108,2026-09-07,28,,93
100506029-29,100506,505,14,106,2026-09-08,29,,33
100506030-30,100506,505,19,114,2026-09-09,30,,43
100507001-1,100507,505,27,105,2026-08-11,1,,81
100507002-2,100507,505,15,109,2026-08-12,2,,16
100507003-3,100507,505,29,117,2026-08-13,3,,74
100507004-4,100507,505,25,120,2026-08-14,4,,50
100507005-5,100507,505,29,101,2026-08-15,5,,24
100507006-6,100507,505,27,102,2026-08-16,6,,55
100507007-7,100507,505,17,110,2026-08-17,7,,81
100507008-8,100507,505,17,115,2026-08-18,8,,37
100507009-9,100507,505,12,111,2026-08-19,9,,29
100507010-10,100507,505,23,117,2026-08-20,10,,60
100507011-11,100507,505,15,107,2026-08-21,11,,52
100507012-12,100507,505,22,103,2026-08-22,12,,54
100507013-13,100507,505,27,116,2026-08-23,13,,72
100507014-14,100507,505,11,116,2026-08-24,14,,94
100507015-15,100507,505,11,103,2026-08-25,15,,62
100507016-16,100507,505,15,109,2026-08-26,16,,64
100507017-17,100507,505,19,113,2026-08-27,17,,96
100507018-18,100507,505,11,114,2026-08-28,18,,92
100507019-19,100507,505,17,111,2026-08-29,19,,20
100507020-20,100507,505,13,112,2026-08-30,20,,21
100507021-21,100507,505,13,119,2026-08-31,21,,54
100507022-22,100507,505,16,118,2026-09-01,22,,60
100507023-23,100507,505,26,105,2026-09-02,23,,49
100507024-24,100507,505,15,111,2026-09-03,24,,97
100507025-25,100507,505,11,119,2026-09-04,25,,8
100507026-26,100507,505,23,105,2026-09-05,26,,42
100507027-27,100507,505,27,117,2026-09-06,27,,32
100507028-28,100507,505,23,107,2026-09-07,28,,60
100507029-29,100507,505,18,109,2026-09-08,29,,94
100507030-30,100507,505,23,105,2026-09-09,30,,79
100508001-1,100508,505,21,102,2026-08-11,1,,84
100508002-2,100508,505,15,109,2026-08-12,2,,98
100508003-3,100508,505,19,116,2026-08-13,3,,22
100508004-4,100508,505,17,113,2026-08-14,4,,53
100508005-5,100508,505,22,105,2026-08-15,5,,47
100508006-6,100508,505,28,113,2026-08-16,6,,99
100508007-7,100508,505,18,112,2026-08-17,7,,89
100508008-8,100508,505,11,111,2026-08-18,8,,56
100508009-9,100508,505,22,106,2026-08-19,9,,15
100508010-10,100508,505,18,118,2026-08-20,10,,94
100508011-11,100508,505,23,103,2026-08-21,11,,11
100508012-12,100508,505,25,102,2026-08-22,12,,46
100508013-13,100508,505,20,105,2026-08-23,13,,22
100508014-14,100508,505,29,110,2026-08-24,14,,38
100508015-15,100508,505,29,112,2026-08-25,15,,81
100508016-16,100508,505,18,102,2026-08-26,16,,11
100508017-17,100508,505,29,114,2026-08-27,17,,2
100508018-18,100508,505,29,108,2026-08-28,18,,26
100508019-19,100508,505,23,120,2026-08-29,19,,89
100508020-20,100508,505,11,110,2026-08-30,20,,54
100508021-21,100508,505,29,115,2026-08-31,21,,51
100508022-22,100508,505,21,111,2026-09-01,22,,1
100508023-23,100508,505,12,104,2026-09-02,23,,90
100508024-24,100508,505,13,118,2026-09-03,24,,100
100508025-25,100508,505,17,106,2026-09-04,25,,33
100508026-26,100508,505,14,111,2026-09-05,26,,89
100508027-27,100508,505,22,105,2026-09-06,27,,46
100508028-28,100508,505,24,105,2026-09-07,28,,83
100508029-29,100508,505,19,117,2026-09-08,29,,9
100508030-30,100508,505,21,111,2026-09-09,30,,17
100509001-1,100509,505,15,107,2026-08-11,1,,49
100509002-2,100509,505,21,117,2026-08-12,2,,20
100509003-3,100509,505,14,117,2026-08-13,3,,60
100509004-4,100509,505,29,108,2026-08-14,4,,12
100509005-5,100509,505,24,106,2026-08-15,5,,9
100509006-6,100509,505,11,119,2026-08-16,6,,56
100509007-7,100509,505,21,119,2026-08-17,7,,31
100509008-8,100509,505,22,115,2026-08-18,8,,72
100509009-9,100509,505,19,116,2026-08-19,9,,34
100509010-10,100509,505,11,103,2026-08-20,10,,75
100509011-11,100509,505,10,117,2026-08-21,11,,5
100509012-12,100509,505,25,105,2026-08-22,12,,23
100509013-13,100509,505,28,112,2026-08-23,13,,41
100509014-14,100509,505,28,115,2026-08-24,14,,99
100509015-15,100509,505,28,104,2026-08-25,15,,21
100509016-16,100509,505,22,112,2026-08-26,16,,79
100509017-17,100509,505,14,111,2026-08-27,17,,65
100509018-18,100509,505,19,106,2026-08-28,18,,27
100509019-19,100509,505,17,114,2026-08-29,19,,3
100509020-20,100509,505,18,118,2026-08-30,20,,5
100509021-21,100509,505,25,110,2026-08-31,21,,21
100509022-22,100509,505,16,114,2026-09-01,22,,47
100509023-23,100509,505,25,117,2026-09-02,23,,45
100509024-24,100509,505,14,115,2026-09-03,24,,21
100509025-25,100509,505,29,112,2026-09-04,25,,38
100509026-26,100509,505,11,109,2026-09-05,26,,97
100509027-27,100509,505,24,108,2026-09-06,27,,3
100509028-28,100509,505,18,119,2026-09-07,28,,52
100509029-29,100509,505,29,114,2026-09-08,29,,28
100509030-30,100509,505,17,115,2026-09-09,30,,57
100510001-1,100510,505,10,120,2026-08-11,1,,12
100510002-2,100510,505,20,103,2026-08-12,2,,71
100510003-3,100510,505,26,107,2026-08-13,3,,70
100510004-4,100510,505,13,108,2026-08-14,4,,3
100510005-5,100510,505,17,115,2026-08-15,5,,78
100510006-6,100510,505,24,111,2026-08-16,6,,51
100510007-7,100510,505,22,101,2026-08-17,7,,36
100510008-8,100510,505,16,119,2026-08-18,8,,36
100510009-9,100510,505,28,108,2026-08-19,9,,84
100510010-10,100510,505,19,104,2026-08-20,10,,84
100510011-11,100510,505,12,115,2026-08-21,11,,13
100510012-12,100510,505,20,110,2026-08-22,12,,89
100510013-13,100510,505,13,116,2026-08-23,13,,17
100510014-14,100510,505,27,105,2026-08-24,14,,57
100510015-15,100510,505,23,111,2026-08-25,15,,22
100510016-16,100510,505,21,116,2026-08-26,16,,20
100510017-17,100510,505,18,117,2026-08-27,17,,52
100510018-18,100510,505,24,119,2026-08-28,18,,16
100510019-19,100510,505,24,117,2026-08-29,19,,17
100510020-20,100510,505,16,101,2026-08-30,20,,72
100510021-21,100510,505,16,115,2026-08-31,21,,14
100510022-22,100510,505,16,120,2026-09-01,22,,15
100510023-23,100510,505,29,118,2026-09-02,23,,100
100510024-24,100510,505,14,118,2026-09-03,24,,39
100510025-25,100510,505,11,115,2026-09-04,25,,85
100510026-26,100510,505,29,111,2026-09-05,26,,79
100510027-27,100510,505,11,104,2026-09-06,27,,11
100510028-28,100510,505,14,112,2026-09-07,28,,37
100510029-29,100510,505,16,111,2026-09-08,29,,79
100510030-30,100510,505,13,109,2026-09-09,30,,31
100701001-1,100701,507,15,114,2026-08-11,1,,18
100701002-2,100701,507,21,109,2026-08-12,2,,12
100701003-3,100701,507,20,118,2026-08-13,3,,45
100701004-4,100701,507,12,110,2026-08-14,4,,48
100701005-5,100701,507,17,119,2026-08-15,5,,77
100701006-6,100701,507,12,113,2026-08-16,6,,94
100701007-7,100701,507,23,107,2026-08-17,7,,66
100701008-8,100701,507,29,101,2026-08-18,8,,76
100701009-9,100701,507,21,117,2026-08-19,9,,54
100701010-10,100701,507,10,119,2026-08-20,10,,72
100701011-11,100701,507,22,117,2026-08-21,11,,84
100701012-12,100701,507,20,119,2026-08-22,12,,99
100701013-13,100701,507,13,101,2026-08-23,13,,8
100701014-14,100701,507,14,118,2026-08-24,14,,3
100701015-15,100701,507,25,109,2026-08-25,15,,3
100701016-16,100701,507,13,111,2026-08-26,16,,99
100701017-17,100701,507,29,110,2026-08-27,17,,54
100701018-18,100701,507,25,110,2026-08-28,18,,48
100701019-19,100701,507,14,102,2026-08-29,19,,89
100701020-20,100701,507,16,120,2026-08-30,20,,14
100701021-21,100701,507,12,113,2026-08-31,21,,34
100701022-22,100701,507,20,104,2026-09-01,22,,77
100701023-23,100701,507,15,102,2026-09-02,23,,69
100701024-24,100701,507,23,113,2026-09-03,24,,88
100701025-25,100701,507,21,112,2026-09-04,25,,28
100701026-26,100701,507,22,104,2026-09-05,26,,20
100701027-27,100701,507,25,109,2026-09-06,27,,13
100701028-28,100701,507,20,101,2026-09-07,28,,33
100701029-29,100701,507,13,116,2026-09-08,29,,45
100701030-30,100701,507,16,107,2026-09-09,30,,14
100702001-1,100702,507,13,110,2026-08-11,1,,28
100702002-2,100702,507,25,116,2026-08-12,2,,76
100702003-3,100702,507,13,114,2026-08-13,3,,23
100702004-4,100702,507,29,113,2026-08-14,4,,27
100702005-5,100702,507,12,114,2026-08-15,5,,53
100702006-6,100702,507,11,120,2026-08-16,6,,63
100702007-7,100702,507,22,112,2026-08-17,7,,42
100702008-8,100702,507,19,115,2026-08-18,8,,54
100702009-9,100702,507,20,104,2026-08-19,9,,6
100702010-10,100702,507,24,109,2026-08-20,10,,86
100702011-11,100702,507,12,120,2026-08-21,11,,63
100702012-12,100702,507,23,102,2026-08-22,12,,36
100702013-13,100702,507,17,113,2026-08-23,13,,16
100702014-14,100702,507,18,103,2026-08-24,14,,38
100702015-15,100702,507,10,102,2026-08-25,15,,33
100702016-16,100702,507,26,118,2026-08-26,16,,57
100702017-17,100702,507,13,111,2026-08-27,17,,31
100702018-18,100702,507,11,105,2026-08-28,18,,3
100702019-19,100702,507,22,105,2026-08-29,19,,71
100702020-20,100702,507,25,106,2026-08-30,20,,38
100702021-21,100702,507,12,112,2026-08-31,21,,31
100702022-22,100702,507,28,107,2026-09-01,22,,100
100702023-23,100702,507,11,104,2026-09-02,23,,32
100702024-24,100702,507,17,117,2026-09-03,24,,42
100702025-25,100702,507,19,101,2026-09-04,25,,28
100702026-26,100702,507,27,103,2026-09-05,26,,1
100702027-27,100702,507,28,114,2026-09-06,27,,60
100702028-28,100702,507,29,108,2026-09-07,28,,66
100702029-29,100702,507,11,110,2026-09-08,29,,70
100702030-30,100702,507,14,106,2026-09-09,30,,2
100703001-1,100703,507,13,116,2026-08-11,1,,4
100703002-2,100703,507,10,114,2026-08-12,2,,61
100703003-3,100703,507,29,116,2026-08-13,3,,80
100703004-4,100703,507,21,120,2026-08-14,4,,29
100703005-5,100703,507,12,116,2026-08-15,5,,72
100703006-6,100703,507,17,105,2026-08-16,6,,20
100703007-7,100703,507,12,108,2026-08-17,7,,76
100703008-8,100703,507,29,109,2026-08-18,8,,23
100703009-9,100703,507,23,104,2026-08-19,9,,44
100703010-10,100703,507,20,107,2026-08-20,10,,68
100703011-11,100703,507,22,120,2026-08-21,11,,19
100703012-12,100703,507,16,111,2026-08-22,12,,37
100703013-13,100703,507,15,102,2026-08-23,13,,72
100703014-14,100703,507,21,116,2026-08-24,14,,12
100703015-15,100703,507,29,110,2026-08-25,15,,15
100703016-16,100703,507,10,106,2026-08-26,16,,17
100703017-17,100703,507,29,106,2026-08-27,17,,25
100703018-18,100703,507,12,117,2026-08-28,18,,13
100703019-19,100703,507,11,104,2026-08-29,19,,52
100703020-20,100703,507,20,120,2026-08-30,20,,38
100703021-21,100703,507,19,115,2026-08-31,21,,9
100703022-22,100703,507,23,120,2026-09-01,22,,41
100703023-23,100703,507,10,119,2026-09-02,23,,97
100703024-24,100703,507,19,102,2026-09-03,24,,66
100703025-25,100703,507,11,120,2026-09-04,25,,21
100703026-26,100703,507,14,117,2026-09-05,26,,69
100703027-27,100703,507,18,118,2026-09-06,27,,89
100703028-28,100703,507,22,106,2026-09-07,28,,69
100703029-29,100703,507,27,113,2026-09-08,29,,24
100703030-30,100703,507,21,104,2026-09-09,30,,41
100704001-1,100704,507,15,109,2026-08-11,1,,45
100704002-2,100704,507,14,103,2026-08-12,2,,60
100704003-3,100704,507,27,104,2026-08-13,3,,10
100704004-4,100704,507,26,118,2026-08-14,4,,87
100704005-5,100704,507,10,116,2026-08-15,5,,80
100704006-6,100704,507,19,106,2026-08-16,6,,33
100704007-7,100704,507,11,106,2026-08-17,7,,72
100704008-8,100704,507,16,109,2026-08-18,8,,75
100704009-9,100704,507,19,110,2026-08-19,9,,10
100704010-10,100704,507,20,118,2026-08-20,10,,15
100704011-11,100704,507,12,117,2026-08-21,11,,8
100704012-12,100704,507,26,120,2026-08-22,12,,18
100704013-13,100704,507,17,110,2026-08-23,13,,54
100704014-14,100704,507,21,104,2026-08-24,14,,84
100704015-15,100704,507,23,118,2026-08-25,15,,46
100704016-16,100704,507,23,111,2026-08-26,16,,41
100704017-17,100704,507,22,106,2026-08-27,17,,72
100704018-18,100704,507,24,111,2026-08-28,18,,52
100704019-19,100704,507,20,120,2026-08-29,19,,59
100704020-20,100704,507,18,113,2026-08-30,20,,69
100704021-21,100704,507,14,114,2026-08-31,21,,78
100704022-22,100704,507,25,118,2026-09-01,22,,93
100704023-23,100704,507,15,102,2026-09-02,23,,67
100704024-24,100704,507,21,117,2026-09-03,24,,35
100704025-25,100704,507,26,103,2026-09-04,25,,38
100704026-26,100704,507,12,117,2026-09-05,26,,30
100704027-27,100704,507,10,114,2026-09-06,27,,46
100704028-28,100704,507,18,110,2026-09-07,28,,91
100704029-29,100704,507,28,120,2026-09-08,29,,10
100704030-30,100704,507,25,108,2026-09-09,30,,61
100705001-1,100705,507,10,107,2026-08-11,1,,39
100705002-2,100705,507,19,117,2026-08-12,2,,3
100705003-3,100705,507,27,112,2026-08-13,3,,7
100705004-4,100705,507,14,107,2026-08-14,4,,49
100705005-5,100705,507,10,102,2026-08-15,5,,84
100705006-6,100705,507,27,107,2026-08-16,6,,58
100705007-7,100705,507,13,111,2026-08-17,7,,33
100705008-8,100705,507,14,117,2026-08-18,8,,51
100705009-9,100705,507,18,114,2026-08-19,9,,14
100705010-10,100705,507,19,107,2026-08-20,10,,21
100705011-11,100705,507,19,118,2026-08-21,11,,30
100705012-12,100705,507,25,119,2026-08-22,12,,39
100705013-13,100705,507,25,110,2026-08-23,13,,38
100705014-14,100705,507,14,106,2026-08-24,14,,50
100705015-15,100705,507,11,108,2026-08-25,15,,32
100705016-16,100705,507,24,107,2026-08-26,16,,21
100705017-17,100705,507,24,110,2026-08-27,17,,67
100705018-18,100705,507,14,109,2026-08-28,18,,17
100705019-19,100705,507,25,114,2026-08-29,19,,72
100705020-20,100705,507,14,105,2026-08-30,20,,29
100705021-21,100705,507,24,104,2026-08-31,21,,51
100705022-22,100705,507,22,101,2026-09-01,22,,76
100705023-23,100705,507,21,104,2026-09-02,23,,63
100705024-24,100705,507,26,117,2026-09-03,24,,32
100705025-25,100705,507,11,103,2026-09-04,25,,94
100705026-26,100705,507,21,109,2026-09-05,26,,34
100705027-27,100705,507,13,115,2026-09-06,27,,35
100705028-28,100705,507,22,106,2026-09-07,28,,22
100705029-29,100705,507,22,118,2026-09-08,29,,84
100705030-30,100705,507,18,109,2026-09-09,30,,65
100706001-1,100706,507,15,107,2026-08-11,1,,43
100706002-2,100706,507,16,107,2026-08-12,2,,51
100706003-3,100706,507,22,104,2026-08-13,3,,50
100706004-4,100706,507,17,118,2026-08-14,4,,97
100706005-5,100706,507,19,117,2026-08-15,5,,86
100706006-6,100706,507,17,108,2026-08-16,6,,56
100706007-7,100706,507,24,109,2026-08-17,7,,77
100706008-8,100706,507,15,113,2026-08-18,8,,32
100706009-9,100706,507,23,120,2026-08-19,9,,86
100706010-10,100706,507,10,112,2026-08-20,10,,56
100706011-11,100706,507,29,115,2026-08-21,11,,71
100706012-12,100706,507,25,112,2026-08-22,12,,92
100706013-13,100706,507,13,104,2026-08-23,13,,59
100706014-14,100706,507,12,118,2026-08-24,14,,82
100706015-15,100706,507,17,118,2026-08-25,15,,62
100706016-16,100706,507,18,116,2026-08-26,16,,18
100706017-17,100706,507,11,111,2026-08-27,17,,50
100706018-18,100706,507,23,111,2026-08-28,18,,74
100706019-19,100706,507,26,107,2026-08-29,19,,34
100706020-20,100706,507,24,103,2026-08-30,20,,4
100706021-21,100706,507,19,118,2026-08-31,21,,66
100706022-22,100706,507,15,111,2026-09-01,22,,87
100706023-23,100706,507,16,103,2026-09-02,23,,57
100706024-24,100706,507,11,113,2026-09-03,24,,5
100706025-25,100706,507,28,114,2026-09-04,25,,11
100706026-26,100706,507,10,116,2026-09-05,26,,82
100706027-27,100706,507,28,101,2026-09-06,27,,63
100706028-28,100706,507,17,112,2026-09-07,28,,63
100706029-29,100706,507,11,115,2026-09-08,29,,34
100706030-30,100706,507,24,107,2026-09-09,30,,91
100707001-1,100707,507,25,118,2026-08-11,1,,22
100707002-2,100707,507,28,114,2026-08-12,2,,96
100707003-3,100707,507,12,106,2026-08-13,3,,93
100707004-4,100707,507,25,120,2026-08-14,4,,8
100707005-5,100707,507,29,120,2026-08-15,5,,58
100707006-6,100707,507,23,115,2026-08-16,6,,33
100707007-7,100707,507,18,118,2026-08-17,7,,60
100707008-8,100707,507,20,112,2026-08-18,8,,99
100707009-9,100707,507,17,106,2026-08-19,9,,41
100707010-10,100707,507,28,112,2026-08-20,10,,71
100707011-11,100707,507,22,107,2026-08-21,11,,17
100707012-12,100707,507,20,114,2026-08-22,12,,32
100707013-13,100707,507,27,117,2026-08-23,13,,33
100707014-14,100707,507,28,101,2026-08-24,14,,36
100707015-15,100707,507,25,113,2026-08-25,15,,47
100707016-16,100707,507,22,116,2026-08-26,16,,68
100707017-17,100707,507,25,120,2026-08-27,17,,2
100707018-18,100707,507,16,109,2026-08-28,18,,45
100707019-19,100707,507,17,110,2026-08-29,19,,23
100707020-20,100707,507,13,118,2026-08-30,20,,50
100707021-21,100707,507,29,111,2026-08-31,21,,75
100707022-22,100707,507,26,107,2026-09-01,22,,30
100707023-23,100707,507,22,119,2026-09-02,23,,84
100707024-24,100707,507,10,118,2026-09-03,24,,42
100707025-25,100707,507,18,115,2026-09-04,25,,74
100707026-26,100707,507,19,103,2026-09-05,26,,60
100707027-27,100707,507,23,108,2026-09-06,27,,13
100707028-28,100707,507,25,120,2026-09-07,28,,2
100707029-29,100707,507,12,106,2026-09-08,29,,74
100707030-30,100707,507,13,102,2026-09-09,30,,69
100708001-1,100708,507,24,118,2026-08-11,1,,88
100708002-2,100708,507,26,115,2026-08-12,2,,37
100708003-3,100708,507,20,116,2026-08-13,3,,87
100708004-4,100708,507,28,118,2026-08-14,4,,47
100708005-5,100708,507,12,113,2026-08-15,5,,75
100708006-6,100708,507,12,109,2026-08-16,6,,8
100708007-7,100708,507,11,102,2026-08-17,7,,69
100708008-8,100708,507,24,101,2026-08-18,8,,4
100708009-9,100708,507,22,108,2026-08-19,9,,25
100708010-10,100708,507,29,120,2026-08-20,10,,56
100708011-11,100708,507,15,104,2026-08-21,11,,51
100708012-12,100708,507,26,115,2026-08-22,12,,24
100708013-13,100708,507,15,120,2026-08-23,13,,42
100708014-14,100708,507,21,108,2026-08-24,14,,91
100708015-15,100708,507,19,106,2026-08-25,15,,67
100708016-16,100708,507,22,104,2026-08-26,16,,29
100708017-17,100708,507,28,104,2026-08-27,17,,14
100708018-18,100708,507,18,104,2026-08-28,18,,89
100708019-19,100708,507,11,106,2026-08-29,19,,35
100708020-20,100708,507,23,102,2026-08-30,20,,38
100708021-21,100708,507,20,109,2026-08-31,21,,23
100708022-22,100708,507,24,102,2026-09-01,22,,80
100708023-23,100708,507,15,119,2026-09-02,23,,48
100708024-24,100708,507,26,104,2026-09-03,24,,79
100708025-25,100708,507,21,117,2026-09-04,25,,51
100708026-26,100708,507,18,112,2026-09-05,26,,94
100708027-27,100708,507,16,114,2026-09-06,27,,83
100708028-28,100708,507,24,120,2026-09-07,28,,78
100708029-29,100708,507,28,110,2026-09-08,29,,78
100708030-30,100708,507,21,103,2026-09-09,30,,48
100709001-1,100709,507,22,102,2026-08-11,1,,19
100709002-2,100709,507,24,118,2026-08-12,2,,20
100709003-3,100709,507,20,108,2026-08-13,3,,56
100709004-4,100709,507,19,120,2026-08-14,4,,9
100709005-5,100709,507,28,103,2026-08-15,5,,87
100709006-6,100709,507,27,106,2026-08-16,6,,43
100709007-7,100709,507,12,119,2026-08-17,7,,80
100709008-8,100709,507,15,113,2026-08-18,8,,87
100709009-9,100709,507,25,112,2026-08-19,9,,61
100709010-10,100709,507,17,120,2026-08-20,10,,12
100709011-11,100709,507,17,110,2026-08-21,11,,38
100709012-12,100709,507,23,117,2026-08-22,12,,84
100709013-13,100709,507,26,104,2026-08-23,13,,15
100709014-14,100709,507,15,115,2026-08-24,14,,10
100709015-15,100709,507,11,102,2026-08-25,15,,23
100709016-16,100709,507,16,120,2026-08-26,16,,70
100709017-17,100709,507,20,114,2026-08-27,17,,19
100709018-18,100709,507,25,105,2026-08-28,18,,18
100709019-19,100709,507,21,111,2026-08-29,19,,66
100709020-20,100709,507,10,114,2026-08-30,20,,7
100709021-21,100709,507,24,111,2026-08-31,21,,36
100709022-22,100709,507,17,104,2026-09-01,22,,70
100709023-23,100709,507,29,114,2026-09-02,23,,15
100709024-24,100709,507,22,110,2026-09-03,24,,12
100709025-25,100709,507,10,116,2026-09-04,25,,61
100709026-26,100709,507,12,116,2026-09-05,26,,1
100709027-27,100709,507,23,102,2026-09-06,27,,39
100709028-28,100709,507,20,118,2026-09-07,28,,36
100709029-29,100709,507,20,116,2026-09-08,29,,8
100709030-30,100709,507,15,116,2026-09-09,30,,75
100710001-1,100710,507,21,108,2026-08-11,1,,30
100710002-2,100710,507,28,104,2026-08-12,2,,52
100710003-3,100710,507,10,101,2026-08-13,3,,89
100710004-4,100710,507,29,110,2026-08-14,4,,3
100710005-5,100710,507,11,108,2026-08-15,5,,7
100710006-6,100710,507,20,115,2026-08-16,6,,12
100710007-7,100710,507,29,116,2026-08-17,7,,49
100710008-8,100710,507,12,102,2026-08-18,8,,100
100710009-9,100710,507,12,104,2026-08-19,9,,60
100710010-10,100710,507,24,120,2026-08-20,10,,25
100710011-11,100710,507,11,116,2026-08-21,11,,66
100710012-12,100710,507,27,114,2026-08-22,12,,21
100710013-13,100710,507,27,115,2026-08-23,13,,77
100710014-14,100710,507,12,104,2026-08-24,14,,39
100710015-15,100710,507,18,113,2026-08-25,15,,32
100710016-16,100710,507,21,119,2026-08-26,16,,17
100710017-17,100710,507,22,116,2026-08-27,17,,34
100710018-18,100710,507,14,115,2026-08-28,18,,90
100710019-19,100710,507,29,110,2026-08-29,19,,33
100710020-20,100710,507,18,111,2026-08-30,20,,6
100710021-21,100710,507,16,104,2026-08-31,21,,94
100710022-22,100710,507,16,112,2026-09-01,22,,97
100710023-23,100710,507,13,101,2026-09-02,23,,87
100710024-24,100710,507,29,103,2026-09-03,24,,100
100710025-25,100710,507,25,104,2026-09-04,25,,97
100710026-26,100710,507,14,112,2026-09-05,26,,39
100710027-27,100710,507,15,111,2026-09-06,27,,23
100710028-28,100710,507,19,117,2026-09-07,28,,5
100710029-29,100710,507,16,120,2026-09-08,29,,65
100710030-30,100710,507,15,120,2026-09-09,30,,92
