SAP_Journal_document_nbr,SAP_Journal_credit_store,SAP_Journal_debit_store,SAP_journal_date,Transaction_Date,SAP_Journal_amount,SAP_Journal_credit_amt,SAP_Journal_debit_amt,SAP_journal_credit_account,SAP_journal_debit_amount,Transaction_Timestamp
61ab830d71834d94a4b7,112,506,2026-08-11,2026-08-11,18.22,18.22,18.22,,,2026-09-11 22:29:06
5201c8dda9e1488b8b30,101,506,2026-08-12,2026-08-12,4440.69,4440.69,4440.69,,,2026-09-11 22:29:06
6292555469004b1e8893,112,506,2026-08-13,2026-08-13,1736.73,1736.73,1736.73,,,2026-09-11 22:29:06
89c5361f68664cf49633,110,506,2026-08-14,2026-08-14,443.3,443.3,443.3,,,2026-09-11 22:29:06
20a86e2687f74c19b265,114,506,2026-08-15,2026-08-15,4423.47,4423.47,4423.47,,,2026-09-11 22:29:06
827ea25416064f7689fe,120,506,2026-08-16,2026-08-16,3685.64,3685.64,3685.64,,,2026-09-11 22:29:06
a9b45c8de318417b8ab5,105,506,2026-08-17,2026-08-17,1979.7,1979.7,1979.7,,,2026-09-11 22:29:06
be47ee84935d439a9447,110,506,2026-08-18,2026-08-18,431.99,431.99,431.99,,,2026-09-11 22:29:06
c0dbe13c220842b1a132,112,506,2026-08-19,2026-08-19,797.33,797.33,797.33,,,2026-09-11 22:29:06
1aea8422be9448498060,109,506,2026-08-20,2026-08-20,2319.35,2319.35,2319.35,,,2026-09-11 22:29:06
b355b31a17074883b8a3,106,506,2026-08-21,2026-08-21,5391.26,5391.26,5391.26,,,2026-09-11 22:29:06
e50f89e7254246749bf7,110,506,2026-08-22,2026-08-22,2294.35,2294.35,2294.35,,,2026-09-11 22:29:06
1f8c56afa14040058d9d,115,506,2026-08-23,2026-08-23,1524.64,1524.64,1524.64,,,2026-09-11 22:29:06
4a9f053984794dcd86d8,112,506,2026-08-24,2026-08-24,1351.78,1351.78,1351.78,,,2026-09-11 22:29:06
de46711ccfa945aab6c2,116,506,2026-08-25,2026-08-25,1006.36,1006.36,1006.36,,,2026-09-11 22:29:06
eec089f9d13a44ffb20b,107,506,2026-08-26,2026-08-26,3657.09,3657.09,3657.09,,,2026-09-11 22:29:06
cf1ebaaaf74c44dc8d3f,108,506,2026-08-27,2026-08-27,413.57,413.57,413.57,,,2026-09-11 22:29:06
30e2fd49d6a44df4905a,120,506,2026-08-28,2026-08-28,1026.14,1026.14,1026.14,,,2026-09-11 22:29:06
dfd4fa7a29334154aa0b,120,506,2026-08-29,2026-08-29,664.92,664.92,664.92,,,2026-09-11 22:29:06
42c97eb490474240ac09,107,506,2026-08-30,2026-08-30,1926.92,1926.92,1926.92,,,2026-09-11 22:29:06
7f71f7effbb241f2969c,117,506,2026-08-31,2026-08-31,77.96,77.96,77.96,,,2026-09-11 22:29:06
1f46d09a19d949d596c6,108,506,2026-09-01,2026-09-01,2877.83,2877.83,2877.83,,,2026-09-11 22:29:06
37c9a26647734212a264,115,506,2026-09-02,2026-09-02,3873.65,3873.65,3873.65,,,2026-09-11 22:29:06
4488b2f0b8604d1fb1af,120,506,2026-09-03,2026-09-03,73.08,73.08,73.08,,,2026-09-11 22:29:06
62c8f832ad2f4526ac4f,106,506,2026-09-04,2026-09-04,112.77,112.77,112.77,,,2026-09-11 22:29:06
2deaf37d72cb41378715,108,506,2026-09-05,2026-09-05,3156.02,3156.02,3156.02,,,2026-09-11 22:29:06
b46c4c06917143f196db,119,506,2026-09-06,2026-09-06,1995.85,1995.85,1995.85,,,2026-09-11 22:29:06
cb67a08a21a44df7a055,110,506,2026-09-07,2026-09-07,23.95,23.95,23.95,,,2026-09-11 22:29:06
c4eb6ada26e749e08064,103,506,2026-09-08,2026-09-08,529.74,529.74,529.74,,,2026-09-11 22:29:06
023f16c2b4554d2fb6e3,103,506,2026-09-09,2026-09-09,98.1,98.1,98.1,,,2026-09-11 22:29:06
7d27ef065c3647a58aa0,102,506,2026-08-11,2026-08-11,296.57,296.57,296.57,,,2026-09-11 22:29:06
ed62f13c16ce496b8ef9,120,506,2026-08-12,2026-08-12,911.18,911.18,911.18,,,2026-09-11 22:29:06
0a2136258ee34f7fb308,111,506,2026-08-13,2026-08-13,176.09,176.09,176.09,,,2026-09-11 22:29:06
5ce10a06d3994706b379,106,506,2026-08-14,2026-08-14,2055.07,2055.07,2055.07,,,2026-09-11 22:29:06
4cbdc5b39c03455c8e20,112,506,2026-08-15,2026-08-15,1596.7,1596.7,1596.7,,,2026-09-11 22:29:06
f282fd831b0141208690,113,506,2026-08-16,2026-08-16,1813.11,1813.11,1813.11,,,2026-09-11 22:29:06
6be77cac1ca24ffc9205,103,506,2026-08-17,2026-08-17,221.36,221.36,221.36,,,2026-09-11 22:29:06
709c04fae8d64d65aba2,106,506,2026-08-18,2026-08-18,2102.63,2102.63,2102.63,,,2026-09-11 22:29:06
583e090a2e204d8fa318,103,506,2026-08-19,2026-08-19,178.37,178.37,178.37,,,2026-09-11 22:29:06
bd099c80f6544e4b9bce,114,506,2026-08-20,2026-08-20,268.43,268.43,268.43,,,2026-09-11 22:29:06
412c37fb8c274a15859f,109,506,2026-08-21,2026-08-21,1086.72,1086.72,1086.72,,,2026-09-11 22:29:06
a0701bc0fe6f42a1b115,102,506,2026-08-22,2026-08-22,3440.45,3440.45,3440.45,,,2026-09-11 22:29:06
24b12292de754a0b9694,115,506,2026-08-23,2026-08-23,744.35,744.35,744.35,,,2026-09-11 22:29:06
6d57ba26cb2d45cb9fe0,109,506,2026-08-24,2026-08-24,2468.84,2468.84,2468.84,,,2026-09-11 22:29:06
3f4846945b074dad9678,111,506,2026-08-25,2026-08-25,129.75,129.75,129.75,,,2026-09-11 22:29:06
a520ea0a15c949848749,108,506,2026-08-26,2026-08-26,232.11,232.11,232.11,,,2026-09-11 22:29:06
a5d25b28bd914a1fa6e6,108,506,2026-08-27,2026-08-27,211,211,211,,,2026-09-11 22:29:06
0e4a489fd1c9462e969f,105,506,2026-08-28,2026-08-28,196.14,196.14,196.14,,,2026-09-11 22:29:06
568bf06478074bc099da,111,506,2026-08-29,2026-08-29,1922.33,1922.33,1922.33,,,2026-09-11 22:29:06
6f36280151c44d748f61,117,506,2026-08-30,2026-08-30,767.54,767.54,767.54,,,2026-09-11 22:29:06
8c04f772afbf4fd5bbde,118,506,2026-08-31,2026-08-31,226.22,226.22,226.22,,,2026-09-11 22:29:06
10588a60cece41899e2e,109,506,2026-09-01,2026-09-01,2419.05,2419.05,2419.05,,,2026-09-11 22:29:06
20ff81a2d0d641ad8ea8,104,506,2026-09-02,2026-09-02,2571.53,2571.53,2571.53,,,2026-09-11 22:29:06
a7091f8b0c8e48ac9536,118,506,2026-09-03,2026-09-03,1114.96,1114.96,1114.96,,,2026-09-11 22:29:06
bced4bd2b13947af9776,104,506,2026-09-04,2026-09-04,1959.83,1959.83,1959.83,,,2026-09-11 22:29:06
110aec705a1a49c78073,120,506,2026-09-05,2026-09-05,30.77,30.77,30.77,,,2026-09-11 22:29:06
a1d1f699bc37469c80d9,115,506,2026-09-06,2026-09-06,168.29,168.29,168.29,,,2026-09-11 22:29:06
d81d62e750c041b0ac00,101,506,2026-09-07,2026-09-07,611.28,611.28,611.28,,,2026-09-11 22:29:06
bfe5729be02942a4a936,113,506,2026-09-08,2026-09-08,698.12,698.12,698.12,,,2026-09-11 22:29:06
a622045739f34f81b30d,111,506,2026-09-09,2026-09-09,2096.64,2096.64,2096.64,,,2026-09-11 22:29:06
055ef2d8ae4348b9833c,116,506,2026-08-11,2026-08-11,2487.37,2487.37,2487.37,,,2026-09-11 22:29:06
fe5bd5b17c6f4b7a8d7f,113,506,2026-08-12,2026-08-12,308.47,308.47,308.47,,,2026-09-11 22:29:06
9eaca46ab2c04d58a044,102,506,2026-08-13,2026-08-13,4332.77,4332.77,4332.77,,,2026-09-11 22:29:06
cf3c17a8a07748698073,119,506,2026-08-14,2026-08-14,766.15,766.15,766.15,,,2026-09-11 22:29:06
42085a8f3ddb421eb197,117,506,2026-08-15,2026-08-15,158.81,158.81,158.81,,,2026-09-11 22:29:06
e8d56cc4c7c844c3a54d,120,506,2026-08-16,2026-08-16,509.83,509.83,509.83,,,2026-09-11 22:29:06
75868b37d13046bda620,113,506,2026-08-17,2026-08-17,331.15,331.15,331.15,,,2026-09-11 22:29:06
0a89defdb7eb4c8696dc,120,506,2026-08-18,2026-08-18,1699.8,1699.8,1699.8,,,2026-09-11 22:29:06
92e03b994b194fc2891f,116,506,2026-08-19,2026-08-19,1382.7,1382.7,1382.7,,,2026-09-11 22:29:06
59ae48091d734f6ca1d0,107,506,2026-08-20,2026-08-20,1117.24,1117.24,1117.24,,,2026-09-11 22:29:06
7b72c79e41e6497f8596,110,506,2026-08-21,2026-08-21,1115.62,1115.62,1115.62,,,2026-09-11 22:29:06
6f364b03605945da842d,107,506,2026-08-22,2026-08-22,342.85,342.85,342.85,,,2026-09-11 22:29:06
dc04fb4b81a44cdcb49d,112,506,2026-08-23,2026-08-23,128.14,128.14,128.14,,,2026-09-11 22:29:06
67eed104aef14219aceb,103,506,2026-08-24,2026-08-24,3656.38,3656.38,3656.38,,,2026-09-11 22:29:06
bd9b5f14c84141189596,110,506,2026-08-25,2026-08-25,241.94,241.94,241.94,,,2026-09-11 22:29:06
edf3ef1afca044ebbb35,101,506,2026-08-26,2026-08-26,1389.03,1389.03,1389.03,,,2026-09-11 22:29:06
74e04e89c44c421aaa6d,101,506,2026-08-27,2026-08-27,1441.03,1441.03,1441.03,,,2026-09-11 22:29:06
357b92f8e95e48c5bac9,103,506,2026-08-28,2026-08-28,1959.59,1959.59,1959.59,,,2026-09-11 22:29:06
13aab9da7543424b81e9,111,506,2026-08-29,2026-08-29,5567.74,5567.74,5567.74,,,2026-09-11 22:29:06
cb6d30a0be504279b5a3,101,506,2026-08-30,2026-08-30,17.19,17.19,17.19,,,2026-09-11 22:29:06
10322a6a9c894d469d8e,119,506,2026-08-31,2026-08-31,2749.98,2749.98,2749.98,,,2026-09-11 22:29:06
956b3dd09d14424fbfbc,110,506,2026-09-01,2026-09-01,952.72,952.72,952.72,,,2026-09-11 22:29:06
86996b90f7f74c33a4a5,101,506,2026-09-02,2026-09-02,961.42,961.42,961.42,,,2026-09-11 22:29:06
d6ca9df00bd24bd0bc13,116,506,2026-09-03,2026-09-03,182.72,182.72,182.72,,,2026-09-11 22:29:06
6d95fd3df11341c38352,105,506,2026-09-04,2026-09-04,3785.1,3785.1,3785.1,,,2026-09-11 22:29:06
ca2b95e299bf424d84d3,101,506,2026-09-05,2026-09-05,1748.47,1748.47,1748.47,,,2026-09-11 22:29:06
3a57ea792a2a4216b2ba,105,506,2026-09-06,2026-09-06,31.86,31.86,31.86,,,2026-09-11 22:29:06
d9a7000b9e564112ba9d,120,506,2026-09-07,2026-09-07,243.03,243.03,243.03,,,2026-09-11 22:29:06
55d1ff1e60334ec58dd7,120,506,2026-09-08,2026-09-08,4968.98,4968.98,4968.98,,,2026-09-11 22:29:06
a427b8326bb047cf97f5,105,506,2026-09-09,2026-09-09,1891.51,1891.51,1891.51,,,2026-09-11 22:29:06
5fd214b494ae4565ac59,104,506,2026-08-11,2026-08-11,120.9,120.9,120.9,,,2026-09-11 22:29:06
2c398c1c277a4087803d,112,506,2026-08-12,2026-08-12,2214.57,2214.57,2214.57,,,2026-09-11 22:29:06
84995f8909db409c8a91,118,506,2026-08-13,2026-08-13,689.32,689.32,689.32,,,2026-09-11 22:29:06
d0b53462f56e4f7a8c85,114,506,2026-08-14,2026-08-14,2221.73,2221.73,2221.73,,,2026-09-11 22:29:06
645683e36d834a0498c8,115,506,2026-08-15,2026-08-15,384.1,384.1,384.1,,,2026-09-11 22:29:06
08628b96c4884447b5c0,101,506,2026-08-16,2026-08-16,3524.34,3524.34,3524.34,,,2026-09-11 22:29:06
4f0a9f0890464187a3ef,108,506,2026-08-17,2026-08-17,3012.04,3012.04,3012.04,,,2026-09-11 22:29:06
93fdb89e97db41a0903a,117,506,2026-08-18,2026-08-18,5353.12,5353.12,5353.12,,,2026-09-11 22:29:06
7809eba4690240f68ac1,102,506,2026-08-19,2026-08-19,198.44,198.44,198.44,,,2026-09-11 22:29:06
6cf171f2013a40cf9708,107,506,2026-08-20,2026-08-20,2832.88,2832.88,2832.88,,,2026-09-11 22:29:06
1a8f7cf0a9bb43e981b8,110,506,2026-08-21,2026-08-21,32.35,32.35,32.35,,,2026-09-11 22:29:06
dfe88fcb915148048776,108,506,2026-08-22,2026-08-22,196.48,196.48,196.48,,,2026-09-11 22:29:06
d12a2a8a8acc46a2b594,116,506,2026-08-23,2026-08-23,1238.69,1238.69,1238.69,,,2026-09-11 22:29:06
3a8a4eb9c9c84f2483b8,115,506,2026-08-24,2026-08-24,84.48,84.48,84.48,,,2026-09-11 22:29:06
70f1b2d8341f4bb1b740,112,506,2026-08-25,2026-08-25,62.32,62.32,62.32,,,2026-09-11 22:29:06
14a282053dcc4082a9ba,112,506,2026-08-26,2026-08-26,344.65,344.65,344.65,,,2026-09-11 22:29:06
2e6dcf1f18f943948811,103,506,2026-08-27,2026-08-27,928.2,928.2,928.2,,,2026-09-11 22:29:06
c5dfd32b5fc54017bc11,120,506,2026-08-28,2026-08-28,2488.75,2488.75,2488.75,,,2026-09-11 22:29:06
50c4c41971044480ab1e,102,506,2026-08-29,2026-08-29,1365.41,1365.41,1365.41,,,2026-09-11 22:29:06
08d0ee27850e43718518,106,506,2026-08-30,2026-08-30,779.58,779.58,779.58,,,2026-09-11 22:29:06
b3172b5e15d849ff883a,104,506,2026-08-31,2026-08-31,1020.14,1020.14,1020.14,,,2026-09-11 22:29:06
9086980238ba4360aed5,120,506,2026-09-01,2026-09-01,632.4,632.4,632.4,,,2026-09-11 22:29:06
88ca7042f66f418aab3b,110,506,2026-09-02,2026-09-02,2043.83,2043.83,2043.83,,,2026-09-11 22:29:06
0fcce4a2a35e4d39b9c5,106,506,2026-09-03,2026-09-03,104.56,104.56,104.56,,,2026-09-11 22:29:06
70cdce6e83844681b1e7,102,506,2026-09-04,2026-09-04,3121.11,3121.11,3121.11,,,2026-09-11 22:29:06
d9587f1633b3426e88d6,106,506,2026-09-05,2026-09-05,378.86,378.86,378.86,,,2026-09-11 22:29:06
01723509f5c14b868430,111,506,2026-09-06,2026-09-06,5684.5,5684.5,5684.5,,,2026-09-11 22:29:06
a6c22fed46bc41ed8c94,113,506,2026-09-07,2026-09-07,1156.16,1156.16,1156.16,,,2026-09-11 22:29:06
5d5f503c09444f99acbe,115,506,2026-09-08,2026-09-08,1023.15,1023.15,1023.15,,,2026-09-11 22:29:06
95dcd77d60fc4e8b800d,114,506,2026-09-09,2026-09-09,970.99,970.99,970.99,,,2026-09-11 22:29:06
cfb9738dfd7f427c813b,107,506,2026-08-11,2026-08-11,2282.29,2282.29,2282.29,,,2026-09-11 22:29:06
8d04893de1814e9eb56f,106,506,2026-08-12,2026-08-12,994.98,994.98,994.98,,,2026-09-11 22:29:06
0f8f5edbe09c40fbb9d9,119,506,2026-08-13,2026-08-13,1166.98,1166.98,1166.98,,,2026-09-11 22:29:06
816b73e6a9494871acaa,109,506,2026-08-14,2026-08-14,44.57,44.57,44.57,,,2026-09-11 22:29:06
db2123b1e778448f91ab,117,506,2026-08-15,2026-08-15,1685.99,1685.99,1685.99,,,2026-09-11 22:29:06
b4633f93720948be9dd3,119,506,2026-08-16,2026-08-16,1802.12,1802.12,1802.12,,,2026-09-11 22:29:06
5109d3bb21844e21bd61,113,506,2026-08-17,2026-08-17,77.27,77.27,77.27,,,2026-09-11 22:29:06
be225affe0a141bf8295,110,506,2026-08-18,2026-08-18,373.43,373.43,373.43,,,2026-09-11 22:29:06
3b91c943a3e3460a8b35,120,506,2026-08-19,2026-08-19,1548.73,1548.73,1548.73,,,2026-09-11 22:29:06
1e7c50e743d140a49e45,115,506,2026-08-20,2026-08-20,568.2,568.2,568.2,,,2026-09-11 22:29:06
97363127e18d41de9004,120,506,2026-08-21,2026-08-21,5292.9,5292.9,5292.9,,,2026-09-11 22:29:06
84990444835d4ec985d3,112,506,2026-08-22,2026-08-22,24.05,24.05,24.05,,,2026-09-11 22:29:06
60711b67efa34fa19874,108,506,2026-08-23,2026-08-23,3154.39,3154.39,3154.39,,,2026-09-11 22:29:06
336a512261004139a758,101,506,2026-08-24,2026-08-24,16.6,16.6,16.6,,,2026-09-11 22:29:06
caa164852e84422aafe0,108,506,2026-08-25,2026-08-25,40.21,40.21,40.21,,,2026-09-11 22:29:06
667f2de06ebe4a30a954,112,506,2026-08-26,2026-08-26,647.5,647.5,647.5,,,2026-09-11 22:29:06
2fe273a4ff124117b700,112,506,2026-08-27,2026-08-27,356.07,356.07,356.07,,,2026-09-11 22:29:06
5d347446c4c84c9e8f79,113,506,2026-08-28,2026-08-28,1360.61,1360.61,1360.61,,,2026-09-11 22:29:06
eb453c4372874159b3b4,112,506,2026-08-29,2026-08-29,4099.05,4099.05,4099.05,,,2026-09-11 22:29:06
ea591bbf0c914e6d8dea,105,506,2026-08-30,2026-08-30,3774.96,3774.96,3774.96,,,2026-09-11 22:29:06
e636c2f4665443d7a354,117,506,2026-08-31,2026-08-31,377.19,377.19,377.19,,,2026-09-11 22:29:06
6ca755481c1b4a598779,116,506,2026-09-01,2026-09-01,1478.18,1478.18,1478.18,,,2026-09-11 22:29:06
dd08c86b461748218109,101,506,2026-09-02,2026-09-02,5073.86,5073.86,5073.86,,,2026-09-11 22:29:06
5954fb4e9e474d11b17b,113,506,2026-09-03,2026-09-03,1104.21,1104.21,1104.21,,,2026-09-11 22:29:06
79d7ec17559b4df6b05d,112,506,2026-09-04,2026-09-04,944.06,944.06,944.06,,,2026-09-11 22:29:06
93ba1159338d45af98c6,111,506,2026-09-05,2026-09-05,2439.42,2439.42,2439.42,,,2026-09-11 22:29:06
6f6148fa290b4de2858d,115,506,2026-09-06,2026-09-06,31.29,31.29,31.29,,,2026-09-11 22:29:06
9b3d70c1c32647acb75d,117,506,2026-09-07,2026-09-07,1284.53,1284.53,1284.53,,,2026-09-11 22:29:06
05673c4a55a641189f63,114,506,2026-09-08,2026-09-08,903.03,903.03,903.03,,,2026-09-11 22:29:06
4ee2cbaa177b4e73b9db,112,506,2026-09-09,2026-09-09,956.6,956.6,956.6,,,2026-09-11 22:29:06
62d6aff59af442b19069,118,506,2026-08-11,2026-08-11,5217.6,5217.6,5217.6,,,2026-09-11 22:29:06
20c4f8218970419283dc,116,506,2026-08-12,2026-08-12,2525.07,2525.07,2525.07,,,2026-09-11 22:29:06
fb2de28786fd4bfbb048,109,506,2026-08-13,2026-08-13,1707.44,1707.44,1707.44,,,2026-09-11 22:29:06
92d7c2b314d740c2ae79,116,506,2026-08-14,2026-08-14,5094.13,5094.13,5094.13,,,2026-09-11 22:29:06
f64d73382fcc47a4b2c8,102,506,2026-08-15,2026-08-15,2270.75,2270.75,2270.75,,,2026-09-11 22:29:06
4e9c7d74b58f4d378bb0,107,506,2026-08-16,2026-08-16,1974.28,1974.28,1974.28,,,2026-09-11 22:29:06
16ac6390b8bd475cb9ab,115,506,2026-08-17,2026-08-17,2765.54,2765.54,2765.54,,,2026-09-11 22:29:06
838caec271074a679100,102,506,2026-08-18,2026-08-18,1640.7,1640.7,1640.7,,,2026-09-11 22:29:06
f1d7fe1be67c46049ef1,107,506,2026-08-19,2026-08-19,1991.37,1991.37,1991.37,,,2026-09-11 22:29:06
bf01dd245fcd4e3aa644,119,506,2026-08-20,2026-08-20,2883.72,2883.72,2883.72,,,2026-09-11 22:29:06
bfac1336ab424a029d54,106,506,2026-08-21,2026-08-21,949.67,949.67,949.67,,,2026-09-11 22:29:06
5e34b52d4ef346f38b76,103,506,2026-08-22,2026-08-22,1030.23,1030.23,1030.23,,,2026-09-11 22:29:06
1cd2e240fc8a46a6a354,108,506,2026-08-23,2026-08-23,23.08,23.08,23.08,,,2026-09-11 22:29:06
b5b9c6cb58ee4c65bdb9,101,506,2026-08-24,2026-08-24,1787.61,1787.61,1787.61,,,2026-09-11 22:29:06
c02e111c943045ebb417,115,506,2026-08-25,2026-08-25,3186.78,3186.78,3186.78,,,2026-09-11 22:29:06
564a3a6623ac4b639eec,106,506,2026-08-26,2026-08-26,1046.15,1046.15,1046.15,,,2026-09-11 22:29:06
e3f7a25bedb043cdb1dd,109,506,2026-08-27,2026-08-27,290.61,290.61,290.61,,,2026-09-11 22:29:06
a55607cfc91c46c4b156,105,506,2026-08-28,2026-08-28,525.6,525.6,525.6,,,2026-09-11 22:29:06
643ebfebc49b475c97e9,106,506,2026-08-29,2026-08-29,310.16,310.16,310.16,,,2026-09-11 22:29:06
948130648a9149c68899,101,506,2026-08-30,2026-08-30,597.14,597.14,597.14,,,2026-09-11 22:29:06
0e4021774faa4f64862f,114,506,2026-08-31,2026-08-31,4836.84,4836.84,4836.84,,,2026-09-11 22:29:06
91d821f2e99142218c5e,109,506,2026-09-01,2026-09-01,2935.81,2935.81,2935.81,,,2026-09-11 22:29:06
cfc199a66a7d4495a4d0,116,506,2026-09-02,2026-09-02,2675.02,2675.02,2675.02,,,2026-09-11 22:29:06
14626585001f4c5c911f,106,506,2026-09-03,2026-09-03,833.1,833.1,833.1,,,2026-09-11 22:29:06
652c60b7f0454831bee3,114,506,2026-09-04,2026-09-04,5092.76,5092.76,5092.76,,,2026-09-11 22:29:06
3f5c197479c04b09b37b,116,506,2026-09-05,2026-09-05,658.65,658.65,658.65,,,2026-09-11 22:29:06
41a4a88254c54d459440,104,506,2026-09-06,2026-09-06,729.85,729.85,729.85,,,2026-09-11 22:29:06
190e748a4a5d4856973c,120,506,2026-09-07,2026-09-07,1454.8,1454.8,1454.8,,,2026-09-11 22:29:06
5142c5d34f7b4b01a887,107,506,2026-09-08,2026-09-08,91.03,91.03,91.03,,,2026-09-11 22:29:06
14b37dc26afd43b788fb,112,506,2026-09-09,2026-09-09,3243.47,3243.47,3243.47,,,2026-09-11 22:29:06
155d9693435142689188,114,507,2026-08-11,2026-08-11,792.22,792.22,792.22,,,2026-09-11 22:29:06
9c3a364b9487429480b2,109,507,2026-08-12,2026-08-12,629.69,629.69,629.69,,,2026-09-11 22:29:06
2a8aef3764ce4a658f71,118,507,2026-08-13,2026-08-13,303.27,303.27,303.27,,,2026-09-11 22:29:06
a2150ac62445462f8f1b,110,507,2026-08-14,2026-08-14,248.66,248.66,248.66,,,2026-09-11 22:29:06
3a38fa205e58401688ab,119,507,2026-08-15,2026-08-15,1448.53,1448.53,1448.53,,,2026-09-11 22:29:06
78f296879543460cbb62,113,507,2026-08-16,2026-08-16,5265.61,5265.61,5265.61,,,2026-09-11 22:29:06
7abcf207dc58447aacbb,107,507,2026-08-17,2026-08-17,3658.31,3658.31,3658.31,,,2026-09-11 22:29:06
2e60037d0b534f3f98dc,101,507,2026-08-18,2026-08-18,3103.07,3103.07,3103.07,,,2026-09-11 22:29:06
057cdc0bc99d4a9ab9db,117,507,2026-08-19,2026-08-19,1855.63,1855.63,1855.63,,,2026-09-11 22:29:06
a38257ed70394612b7e1,119,507,2026-08-20,2026-08-20,1086.77,1086.77,1086.77,,,2026-09-11 22:29:06
e3b1f74e96df4b0b8f85,117,507,2026-08-21,2026-08-21,1696.47,1696.47,1696.47,,,2026-09-11 22:29:06
2d85837ffebb4ec497ef,119,507,2026-08-22,2026-08-22,438.33,438.33,438.33,,,2026-09-11 22:29:06
3a995b8bb4a24a7b9a01,101,507,2026-08-23,2026-08-23,431.54,431.54,431.54,,,2026-09-11 22:29:06
cb9436dda4b14f20b800,118,507,2026-08-24,2026-08-24,89.99,89.99,89.99,,,2026-09-11 22:29:06
6d9f94b9b13048c18be3,109,507,2026-08-25,2026-08-25,138.34,138.34,138.34,,,2026-09-11 22:29:06
d8ff1d3a53434a12a604,111,507,2026-08-26,2026-08-26,4939.38,4939.38,4939.38,,,2026-09-11 22:29:06
3c0f07774f7e4df6b461,110,507,2026-08-27,2026-08-27,1681.07,1681.07,1681.07,,,2026-09-11 22:29:06
34b23348a0574921b6c3,110,507,2026-08-28,2026-08-28,751.79,751.79,751.79,,,2026-09-11 22:29:06
f8c13e36e994400c8bdb,102,507,2026-08-29,2026-08-29,3094.81,3094.81,3094.81,,,2026-09-11 22:29:06
5b84e216cf2947e88ddd,120,507,2026-08-30,2026-08-30,380.17,380.17,380.17,,,2026-09-11 22:29:06
a1ebc38a9bd545aab28a,113,507,2026-08-31,2026-08-31,1819.08,1819.08,1819.08,,,2026-09-11 22:29:06
188c0deaa78148a3a1ad,104,507,2026-09-01,2026-09-01,553.17,553.17,553.17,,,2026-09-11 22:29:06
7be385434ce04d6fb622,102,507,2026-09-02,2026-09-02,2082.73,2082.73,2082.73,,,2026-09-11 22:29:06
62f1e6da0db843debe87,113,507,2026-09-03,2026-09-03,568.32,568.32,568.32,,,2026-09-11 22:29:06
44b776ca758f41d98266,112,507,2026-09-04,2026-09-04,1469.31,1469.31,1469.31,,,2026-09-11 22:29:06
3566383183364f0da7b7,104,507,2026-09-05,2026-09-05,253.85,253.85,253.85,,,2026-09-11 22:29:06
0dbba5da5286450a9fb3,109,507,2026-09-06,2026-09-06,563.5,563.5,563.5,,,2026-09-11 22:29:06
87e462d18b4b464f8398,101,507,2026-09-07,2026-09-07,1345.96,1345.96,1345.96,,,2026-09-11 22:29:06
f74ec3505a864450ac88,116,507,2026-09-08,2026-09-08,965.33,965.33,965.33,,,2026-09-11 22:29:06
3f2a4630b0d14f12a927,107,507,2026-09-09,2026-09-09,479.63,479.63,479.63,,,2026-09-11 22:29:06
60782f4a04aa43cc9571,110,507,2026-08-11,2026-08-11,1404.38,1404.38,1404.38,,,2026-09-11 22:29:06
8bb218a9f7b741bda6d5,116,507,2026-08-12,2026-08-12,3159.65,3159.65,3159.65,,,2026-09-11 22:29:06
f65909f0b6a845f6a049,114,507,2026-08-13,2026-08-13,237.86,237.86,237.86,,,2026-09-11 22:29:06
c33f5593977148f6a18e,113,507,2026-08-14,2026-08-14,190.85,190.85,190.85,,,2026-09-11 22:29:06
5fac2b7ef09f47efad7e,114,507,2026-08-15,2026-08-15,2138.44,2138.44,2138.44,,,2026-09-11 22:29:06
72e2b8fa09e44575b928,120,507,2026-08-16,2026-08-16,743.37,743.37,743.37,,,2026-09-11 22:29:06
dab8617839eb438ca283,112,507,2026-08-17,2026-08-17,1123.69,1123.69,1123.69,,,2026-09-11 22:29:06
e706414b7b84493c8d05,115,507,2026-08-18,2026-08-18,2307.4,2307.4,2307.4,,,2026-09-11 22:29:06
de1e2f4432924112866e,104,507,2026-08-19,2026-08-19,40.75,40.75,40.75,,,2026-09-11 22:29:06
26e36828c6d5450faa34,109,507,2026-08-20,2026-08-20,2374.87,2374.87,2374.87,,,2026-09-11 22:29:06
f139bef4fe8e437d9769,120,507,2026-08-21,2026-08-21,3313.3,3313.3,3313.3,,,2026-09-11 22:29:06
5fca12bfda3c4a15813a,102,507,2026-08-22,2026-08-22,229.81,229.81,229.81,,,2026-09-11 22:29:06
97a494e4b9e84600b3fd,113,507,2026-08-23,2026-08-23,658.37,658.37,658.37,,,2026-09-11 22:29:06
6f0dfa6ef0a84c6d8a08,103,507,2026-08-24,2026-08-24,965.15,965.15,965.15,,,2026-09-11 22:29:06
79cba2e15be74529b5d2,102,507,2026-08-25,2026-08-25,507,507,507,,,2026-09-11 22:29:06
24ea36caff1147baab2c,118,507,2026-08-26,2026-08-26,66.05,66.05,66.05,,,2026-09-11 22:29:06
05d8ab24626445a7bdf9,111,507,2026-08-27,2026-08-27,1761.75,1761.75,1761.75,,,2026-09-11 22:29:06
fed5c324b1ff4f6383b8,105,507,2026-08-28,2026-08-28,99.2,99.2,99.2,,,2026-09-11 22:29:06
